year,country_code,country,gold,silver,bronze,medals_total,iso_code,gdp,population,surface_area,log_gdp,log_population,gdp_per_capita,medals_per_million,host_flag
1964,IND,IND,15,0,0,15,IND,56480289940.9899,479229598.0,3287260.0,24.75715756363433,19.987690368300512,117.85643077285451,0.03130023701082002,0
1964,IRI,IRI,0,0,2,2,IRN,5379845647.70139,24262859.0,1745150.0,22.405925520690207,17.004457302846586,221.73172781086475,0.08243051653558223,0
1964,IRL,IRL,0,0,1,1,IRL,2851091646.43165,2866550.0,70280.0,21.770967791723905,14.868619774053036,994.6073316117458,0.3488514067432977,0
1964,ITA,ITA,14,28,9,51,ITA,65720771779.4768,51675350.0,301340.0,24.908680873495655,17.76049143661028,1271.8011930151765,0.9869309061283572,0
1964,JPN,JPN,32,5,25,62,JPN,87490590817.9803,96903000.0,377800.0,25.19479709101904,18.389221036134074,902.8677215151265,0.6398150728047635,1
1964,KEN,KEN,0,0,1,1,KEN,998759334.496266,8973535.0,580370.0,20.72202440118007,16.009790247817183,111.30054482389225,0.11143880310267916,0
1964,KOR,KOR,0,2,1,3,KOR,3476789681.58031,27984155.0,99260.0,21.9693751996699,17.14714901510454,124.24136735878965,0.10720352285069891,0
1964,MEX,MEX,0,0,1,1,MEX,20080000000.0,41772049.0,1964380.0,23.72299013176994,17.547737989615456,480.7042144377452,0.023939452910246274,0
1964,NED,NED,5,10,16,31,NLD,20232048552.8327,12127120.0,41530.0,23.730533746115107,16.31095482486498,1668.3308611469747,2.55625408176055,0
1964,NGR,NGR,0,0,1,1,NGA,5552931318.82747,49012016.0,923770.0,22.437591790828918,17.707576050502087,113.29734567187504,0.020403159910826765,0
1964,NZL,NZL,4,0,2,6,NZL,7340766415.01868,2585400.0,267710.0,22.71670909033692,14.765390792831985,2839.31554692453,2.3207240659085637,0
1964,PAK,PAK,0,16,0,16,PAK,5204955900.88198,50799999.0,796100.0,22.37287706652442,17.74340689286367,102.45976384530992,0.31496063612127234,0
1964,PHI,PHI,0,1,0,1,PHL,5953756194.80988,31643032.0,300000.0,22.50728815056755,17.27002852433825,188.15378358211314,0.03160253416929199,0
1964,SUI,Switzerland,1,4,1,6,CHE,15833133857.6281,5789228.0,41290.0,23.485370660773942,15.571509507326166,2734.9300904417823,1.036407617734178,0
1964,SWE,SWE,3,4,8,15,SWE,22685490195.3119,7661354.0,447420.11,23.844991358614937,15.85169928849823,2961.028846247269,1.9578784637806843,0
1964,TTO,TTO,0,1,5,6,TTO,711897520.256199,912963.0,5130.0,20.383444526792573,13.724450633016595,779.7660148945785,6.572007846977369,0
1964,TUN,TUN,0,1,1,2,TUN,1025866792.15686,4489869.0,163610.0,20.748803743060268,15.317334083346262,228.48479368927244,0.4454472947874426,0
1964,TUR,TUR,2,3,1,6,TUR,11177777777.7778,31543072.0,785350.0,23.137193517275833,17.266864534882906,354.3655411171683,0.19021609562949354,0
1964,URU,URU,0,0,1,1,URY,1975701816.46615,2653180.0,176220.0,21.40418952228704,14.791269478537886,744.65427014607,0.376906203122291,0
1964,USA,United States,95,37,37,169,USA,684144620689.655,191889000.0,9629090.0,27.2514351659768,19.072427637813362,3565.3144301635584,0.8807174981369438,0
1968,ARG,ARG,0,0,2,2,ARG,26436857247.4982,23150583.0,2780400.0,23.998024981305996,16.957530521764728,1141.9521161734112,0.08639091291998997,0
1968,AUS,Australia,5,35,11,51,AUS,32763365242.1384,12009000.0,7741220.0,24.21257681477452,16.30116692664282,2728.234261149005,4.2468148888333745,0
1968,AUT,Austria,0,2,3,5,AUT,12499863917.1003,7415403.0,83879.0,23.24898359456343,15.819069881369275,1685.662116691473,0.6742721872297432,0
1968,BEL,BEL,0,1,2,3,BEL,21654856965.4281,9618756.0,33120.0,23.79849560643894,16.07922550035081,2251.315759067815,0.31189064365495917,0
1968,BRA,BRA,0,1,3,4,BRA,33930457425.2613,90741240.0,8515770.0,24.24757889709174,18.323522497524397,373.92543263968287,0.04408139011545357,0
1968,CAN,CAN,3,3,4,10,CAN,72048833006.1602,20744000.0,15640500.0,25.00060996226091,16.847767606200637,3473.237225518714,0.4820671037408407,0
1968,CMR,CMR,0,1,0,1,CMR,1046191217.79942,6125863.0,475440.0,20.768421994485337,15.628030202429063,170.78266650746517,0.16324230561473543,0
1968,DEN,Denmark,5,6,6,17,DNK,13505574133.3333,4864883.0,42920.0,23.326368335936987,15.39755322398109,2776.1354452580463,3.4944314179806586,0
1968,ETH,ETH,1,1,0,2,ETH,2619948864.8,26337930.0,1221900.0,21.686420637277045,17.086520663491918,99.47436510006672,0.07593611191160428,0
1968,FIN,FIN,1,2,1,4,FIN,8916565040.54632,4626469.0,338150.0,22.91117662423346,15.347304500119215,1927.293804529182,0.8645902523068889,0
1968,FRA,France,12,5,10,27,FRA,128710572572.436,51112980.0,549086.0,25.580832097144427,17.749549034660095,2518.1582559349113,0.5282415542979494,0
1968,GBR,United Kingdom,9,5,5,19,GBR,107759910067.889,55211700.0,243610.0,25.403171534488862,17.826685445309455,1951.7585958753127,0.34412995796180884,0
1968,GDR,GDR,13,20,19,52,DEU,156527292653.157,77294314.0,356970.0,25.776496225671647,18.16313095328424,2025.0815946585283,0.6727532377090507,0
1968,GRE,Greece,0,0,1,1,GRC,9950331205.83108,8740765.0,131960.0,23.020871674581112,15.983508272405432,1138.382190326714,0.11440646213460721,0
1968,HUN,Hungary,32,20,29,81,HUN,4886222554.66355,10255815.0,93030.0,22.309685358205023,16.143355419758368,476.4343501382923,7.897958377759348,0
1968,IND,IND,0,0,16,16,IND,53085455870.6667,522716889.0,3287260.0,24.695168826935905,20.074550554238257,101.55680252119556,0.030609303691352507,0
1968,IRI,IRI,2,1,2,5,IRN,8623172959.89803,27437391.0,1745150.0,22.877718946688073,17.127417276126625,314.28545665650313,0.18223307019242463,0
1968,ITA,ITA,5,8,20,33,ITA,91485448147.84,53235750.0,301340.0,25.23944575994459,17.790240721107228,1718.4964642714717,0.6198841943618715,0
1968,JAM,JAM,0,1,0,1,JAM,1083839132.92869,1833765.0,10990.0,20.803775327593996,14.421881788364972,591.0458171732419,0.5453261459347299,0
1968,JPN,JPN,16,25,22,63,JPN,156897496759.128,101011000.0,377800.0,25.77885854218673,18.430739979766262,1553.2713937999622,0.6236944491194029,0
1968,KEN,KEN,3,7,2,12,KEN,1353295458.68182,10518823.0,580370.0,21.025808535304623,16.16867687688529,128.65464688224338,1.140812047127326,0
1968,KOR,KOR,0,1,1,2,KOR,6167109472.42856,30838302.0,99260.0,22.542496084124394,17.244268046777876,199.98213495764327,0.06485441383899801,0
1968,MEX,MEX,3,3,3,9,MEX,29360000000.0,47668303.0,1964380.0,24.102899040692726,17.679777227638183,615.9229121288416,0.18880470739644328,1
1968,NED,NED,6,7,1,14,NLD,30097635750.982,12729721.0,41530.0,24.127712459137303,16.359450053561286,2364.359419266298,1.099788439982306,0
1968,NOR,NOR,4,2,0,6,NOR,10227087165.2414,3816486.0,385178.0,23.04830564178485,15.154840661931477,2679.7130043818843,1.572126820326342,0
1968,NZL,NZL,5,0,2,7,NZL,5228045415.27318,2748100.0,267710.0,22.377303319601257,14.826420321764166,1902.421824268833,2.5472144390669915,0
1968,PAK,PAK,13,0,0,13,PAK,8041999160.0168,56810507.0,796100.0,22.807943540971948,17.85523184897861,141.55830645934563,0.22883090974702974,0
1968,SUI,Switzerland,0,3,10,13,CHE,20712102793.8026,6067714.0,41290.0,23.75398404239041,15.618492485841436,3413.493581570028,2.1424872695054513,0
1968,SWE,SWE,4,4,1,9,SWE,31277871668.8452,7912273.0,447420.11,24.16617670903128,15.883925656239468,3953.082972345014,1.137473391021771,0
1968,TUN,TUN,1,0,1,2,TUN,1214666666.66667,4879899.0,163610.0,20.917735527676015,15.400635080893839,248.91225549272025,0.4098445480121617,0
1968,TUR,TUR,2,0,0,2,TUR,17500000000.0,34921684.0,785350.0,23.585466717875878,17.368618512286083,501.1213090411104,0.05727100674755547,0
1968,UGA,UGA,0,1,1,2,UGA,1037379252.41495,9708632.0,241550.0,20.75996342008157,16.088525944657327,106.8512281045311,0.2060022462484931,0
1968,USA,United States,99,32,35,166,USA,940225000000.0,200706000.0,9629090.0,27.569385045270145,19.117351708685927,4684.58840293763,0.8270804061662332,0
1968,VEN,VEN,1,0,0,1,VEN,10034444444.4444,10697530.0,912050.0,23.029289455872895,16.185523431662727,938.0150786624951,0.0934795228431236,0
1972,ARG,ARG,0,1,0,1,ARG,34733000536.2862,24644328.0,2780400.0,24.270956096062783,17.0200573305557,1409.3709731621086,0.04057728821009037,0
1972,AUS,Australia,11,7,2,20,AUS,52117990654.2056,13177000.0,7741220.0,24.676776036161463,16.39398344352739,3955.2243040301737,1.5177961599757153,0
1972,AUT,Austria,0,1,2,3,AUT,21973207929.0434,7544201.0,83879.0,23.813089726750523,15.836289746630843,2912.5957711152446,0.39765642511380594,0
1972,BEL,BEL,0,2,0,2,BEL,37209418018.5134,9711115.0,33120.0,24.339827738723436,16.08878166374713,3831.631899994326,0.20594957427648627,0
1972,BRA,BRA,0,0,2,2,BRA,58434858374.8696,100146797.0,8515770.0,24.791178438693265,18.422147637537705,583.4920349461561,0.01997068363554353,0
1972,CAN,CAN,0,2,9,11,CAN,113463848873.624,22218463.0,15640500.0,25.454750111005445,16.91643416786608,5106.737080491301,0.49508375084271133,0
1972,COL,COL,0,1,2,3,COL,8671358732.68486,21819563.0,1141750.0,22.88329133203275,16.89831751067094,397.4121174051405,0.13749129622806838,0
1972,CUB,CUB,3,1,18,22,CUB,8135150891.92025,9123891.0,109890.0,22.819460125929748,16.02640691580037,891.6317492087805,2.4112519537990975,0
1972,DEN,Denmark,1,0,0,1,DNK,23230667549.2496,4991596.0,42920.0,23.86873911983111,15.423266256269253,4653.95587889116,0.20033672596900873,0
1972,ESP,ESP,0,0,1,1,ESP,59090176028.993,34604469.0,505990.0,24.802330521297577,17.35949339353699,1707.5880005265503,0.02889800158470861,0
1972,ETH,ETH,0,0,2,2,ETH,3520252938.26087,29374608.0,1221900.0,21.98179868143527,17.195641185658705,119.8399971247572,0.06808601496911891,0
1972,FIN,FIN,3,1,6,10,FIN,14744499569.8308,4639657.0,338150.0,23.414135939663876,15.350150999056249,3177.928792975601,2.155331741117932,0
1972,FRA,France,2,5,15,22,FRA,201738881664.499,52962356.0,549086.0,26.030240033108242,17.78509195500837,3809.0994604639377,0.4153893758049585,0
1972,GBR,United Kingdom,8,9,12,29,GBR,169965034965.035,56086065.0,243610.0,25.85885857616606,17.84239794391567,3030.432514119773,0.5170624824544208,0
1972,GDR,GDR,30,64,57,151,DEU,300899944795.436,78688452.0,356970.0,26.430043637117574,18.18100696818652,3823.9403260269496,1.9189601035740287,1
1972,GHA,GHA,0,0,1,1,GHA,2112293279.98507,9438187.0,238540.0,21.47104005677906,16.060274464592,223.8028638323303,0.10595255211620622,0
1972,GRE,Greece,0,2,0,2,GRC,16650659090.9091,8888628.0,131960.0,23.535715637628982,16.000283264871218,1873.2541277359228,0.22500660394382574,0
1972,HUN,Hungary,10,46,25,81,HUN,7379313742.13684,10398489.0,93030.0,22.72194648236471,16.157171065094673,709.6525026027185,7.789593276484689,0
1972,IND,IND,0,0,14,14,IND,71464700666.9869,570482142.0,3287260.0,24.992469467772683,20.16199242441013,125.27070596188248,0.02454064548088869,0
1972,IRI,IRI,0,2,1,3,IRN,17153463263.1086,30921179.0,1745150.0,23.565465929711177,17.246951911616307,554.7480341260144,0.09702088008998622,0
1972,ITA,ITA,9,3,13,25,ITA,145594833997.344,54381345.0,301340.0,25.704093491292067,17.811531730220587,2677.2937299977407,0.45971647078607564,0
1972,JAM,JAM,0,0,1,1,JAM,1875146587.4443,1931542.0,10990.0,21.351952673283183,14.47382920561002,970.802906405504,0.517721074664698,0
1972,JPN,JPN,29,19,8,56,JPN,324933841268.585,107188000.0,377800.0,26.506887433226485,18.490094860036685,3031.4386057075885,0.5224465425234168,0
1972,KEN,KEN,5,3,4,12,KEN,2107279157.08834,12206060.0,580370.0,21.46866345330485,16.317443107689765,172.6420447784412,0.9831182216046783,0
1972,KOR,KOR,0,1,0,1,KOR,10990490569.7259,33505406.0,99260.0,23.120296242193355,17.32721735691038,328.0214115216482,0.029845929937395772,0
1972,MEX,MEX,0,1,0,1,MEX,45200000000.0,54030168.0,1964380.0,24.534362923784595,17.80505311519909,836.5696734461385,0.018508178616065008,0
1972,NED,NED,3,1,2,6,NLD,54787070173.0294,13328593.0,41530.0,24.726720057313166,16.405422135196105,4110.491645519479,0.45016004314934066,0
1972,NGR,NGR,0,0,1,1,NGA,12274416017.7976,58601748.0,923770.0,23.230782934570435,17.886275083453892,209.45477629434535,0.017064337398263272,0
1972,NOR,NOR,2,2,4,8,NOR,17358610849.701,3933004.0,385178.0,23.577354522798316,15.184914068448771,4413.575691685287,2.0340686152365977,0
1972,NZL,NZL,9,4,1,14,NZL,9567331064.65727,2903900.0,267710.0,22.9816201178997,14.88156521907221,3294.6489426830367,4.821102655050105,0
1972,PAK,PAK,0,15,0,15,PAK,9415016359.56604,63583194.0,796100.0,22.965571736660607,17.967859748108395,148.07397627061704,0.23591139507713313,0
1972,SUI,Switzerland,0,8,0,8,CHE,36844318854.2403,6260956.0,41290.0,24.329967274204975,15.649843447071385,5884.775241071859,1.2777601375892116,0
1972,SWE,SWE,4,10,8,22,SWE,48883173399.9664,8122300.0,447420.11,24.612699071960296,15.910123923261331,6018.390529771912,2.708592393780087,0
1972,TUN,TUN,0,1,0,1,TUN,2237556148.51085,5396557.0,163610.0,21.528650102104955,15.501271715593314,414.62661258110495,0.1853033332178276,0
