year,country_code,country,gold,silver,bronze,medals_total,iso_code,gdp,population,surface_area,log_gdp,log_population,gdp_per_capita,medals_per_million,host_flag
2000,ISR,ISR,0,0,1,1,ISR,136512300542.025,6289000.0,22070.0,25.639680561372405,15.65431263352564,21706.51940563285,0.1590077913817777,0
2000,ITA,ITA,22,14,29,65,ITA,1149661363439.38,56942108.0,302069.0,27.77048854836546,17.85754566055495,20190.003563608498,1.1415102510781652,0
2000,JAM,JAM,0,20,3,23,JAM,9005064474.93003,2607826.0,10990.0,22.92105297545209,14.774027482011538,3453.0925280022634,8.81960682959676,0
2000,JPN,JPN,5,31,8,44,JPN,4968359075956.59,126843000.0,377800.0,29.234110735716854,18.658460659199566,39169.359570150424,0.3468855198946729,0
2000,KAZ,KAZ,3,4,0,7,KAZ,18291990662.0356,15501103.0,2724902.0,23.629729132247643,16.556421740647952,1180.0444563225983,0.4515807681556596,0
2000,KEN,KEN,2,3,2,7,KEN,12705350097.8044,30642890.0,580370.0,23.265289009246352,17.23791121953753,414.6263651308476,0.22843798349307132,0
2000,KGZ,KGZ,0,0,1,1,KGZ,1369688498.06778,4898362.0,199950.0,21.03784917725998,15.404411421480646,279.6217384643642,0.20414987704052906,0
2000,KOR,KOR,12,26,35,73,KOR,597487173479.109,47008111.0,99260.0,27.115998653541087,17.665830719253158,12710.299579557855,1.5529234944156765,0
2000,LAT,LAT,1,1,1,3,LVA,7761252607.18424,2367550.0,64594.0,22.77240957656656,14.677366223143542,3278.1789644080336,1.2671326899115118,0
2000,LTU,LTU,2,0,15,17,LTU,11550695727.2335,3499536.0,65300.0,23.170011508224203,15.068140946242702,3300.6363492855908,4.8577868608867,0
2000,MAR,MAR,0,1,4,5,MAR,43017455401.8445,28423435.0,446550.0,24.484871809846574,17.162724538917185,1513.4502709417245,0.17591118033411515,0
2000,MDA,MDA,0,1,1,2,MDA,1288429391.79951,2924668.0,33840.0,20.97668978779656,14.888691527932492,440.53868398037315,0.6838383023303842,0
2000,MEX,MEX,1,2,3,6,MEX,742061329749.127,98625552.0,1964380.0,27.332697731346503,18.406840934072825,7524.027138009093,0.06083616140368979,0
2000,MKD,MKD,0,0,1,1,MKD,3772859034.20508,2026350.0,25710.0,22.051098915503896,14.521746703065936,1861.89899780644,0.49349816171934763,0
2000,MOZ,MOZ,1,0,0,1,MOZ,5930685214.61595,18129653.0,799380.0,22.503405593806054,16.71305944300016,327.1262397915696,0.05515825371836957,0
2000,NED,NED,27,29,23,79,NLD,417649282153.726,15925513.0,41530.0,26.7579078793721,16.58343297240444,26225.1697734149,4.960593734091956,0
2000,NGR,NGR,6,2,0,8,NGA,69171451627.2465,126382494.0,923770.0,24.95985406570918,18.654823533250017,547.3182989033791,0.06329990607718186,0
2000,NOR,NOR,20,4,19,43,NOR,171457201935.968,4490967.0,385178.0,25.867599521015503,15.317578604013486,38178.236877707626,9.574775321217011,0
2000,NZL,NZL,1,0,3,4,NZL,52623281956.7031,3857700.0,267710.0,24.68642448151253,15.16558170892664,13641.102718382223,1.0368872644321745,0
2000,POL,POL,7,10,7,24,POL,172953527033.013,38258629.0,312690.0,25.876288765489747,17.459879687565387,4520.641004491117,0.6273094626574308,0
2000,POR,POR,0,0,2,2,PRT,118605192877.388,10289898.0,92120.0,25.49906610735242,16.14667319522466,11526.372066796775,0.19436538632355732,0
2000,QAT,QAT,0,0,1,1,QAT,17759890109.8901,644989.0,11610.0,23.600208386985106,13.376988541368918,27535.182940934028,1.5504140380688662,0
2000,ROU,ROU,27,6,13,46,ROU,37253739511.1273,22442971.0,238390.0,24.34101816629375,16.92648802735945,1659.9290491052766,2.049639506284618,0
2000,RSA,RSA,0,2,3,5,ZAF,151752757215.309,47159719.0,1219090.0,25.745518436179335,17.669050675176337,3217.8469344846817,0.10602268431667287,0
2000,RUS,RUS,66,67,54,187,RUS,259710142196.943,146596869.0,17098240.0,26.28283200836407,18.803196989753555,1771.5940590582668,1.2756070526990586,0
2000,SCG,SCG,11,1,13,25,SRB,7326373882.11044,7516346.0,88360.0,22.714746534959904,15.832590673580976,974.7254692786149,3.3260842435938955,0
2000,SLO,SLO,3,0,0,3,SVN,20159190701.6789,1988925.0,20270.0,23.72692613557787,14.50310484973452,10135.721910921176,1.5083525019797126,0
2000,SUI,Switzerland,1,11,2,14,CHE,279216033870.204,7184250.0,41290.7,26.355251634087587,15.787401687913247,38865.021939688064,1.9487072415353028,0
2000,SVK,SVK,2,3,1,6,SVK,29215726004.7765,5388720.0,49030.0,24.0979729630557,15.499818437874191,5421.644844188694,1.1134369571994833,0
2000,SWE,SWE,4,20,8,32,SWE,262903560280.282,8872109.0,447420.11,26.29505311092711,15.998423093779971,29632.58908116233,3.606808708053519,0
2000,THA,THA,1,0,2,3,THA,126392224253.794,63007815.0,513120.0,25.562655799787443,17.958769324281583,2005.9769451423447,0.04761314132223122,0
2000,TTO,TTO,0,1,1,2,TTO,8154342116.10311,1319774.0,5130.0,22.821816397306957,14.092971067782873,6178.589755596875,1.5154109718785187,0
2000,TUR,TUR,3,0,2,5,TUR,274748463178.502,65425961.0,785350.0,26.339121836687664,17.99642969484731,4199.379863575898,0.0764222630218607,0
2000,UKR,UKR,3,20,12,35,UKR,32375083934.8241,49556660.0,603550.0,24.20065494954419,17.718627219395284,653.2943086726204,0.7062622864414188,0
2000,URU,URU,0,1,0,1,URY,22823270892.1094,3266206.0,176220.0,23.851046505557203,14.999139624620215,6987.700987662567,0.3061656245809358,0
2000,USA,United States,130,61,51,242,USA,10250947997000.0,282162411.0,9632030.0,29.958391304748453,19.45799338865284,36329.95607271019,0.8576620788798122,0
2000,UZB,UZB,1,1,2,4,UZB,13760513969.314,24787054.0,444103.0,23.3450690211751,17.025832058708325,555.1492310991858,0.16137456270519282,0
2000,VIE,VIE,0,1,0,1,VNM,31172518403.3162,77154011.0,329240.0,24.16280272320508,18.16131412505262,404.029784055118,0.012961088957513823,0
2004,ARG,ARG,28,0,21,49,ARG,164657930452.787,38815916.0,2780400.0,25.82713601012837,17.474340926667512,4242.020990894224,1.262368766461675,0
2004,AUS,Australia,49,77,31,157,AUS,615643050220.515,19932722.0,7741220.0,27.145933168598088,16.80787326088613,30886.05009494012,7.876495744033354,0
2004,AUT,Austria,3,4,1,8,AUT,299210411454.823,8171966.0,83879.0,26.424412880084436,15.916220074362782,36614.250653370684,0.9789565937988485,0
2004,AZE,AZE,1,0,4,5,AZE,8680405740.94125,8306500.0,86600.0,22.884334108874256,15.93254889880867,1045.0136328106,0.6019382411364593,0
2004,BEL,BEL,1,0,2,3,BEL,369214712443.206,10421137.0,30528.0,26.63464418830228,16.159346705419193,35429.40779333445,0.28787645724262145,0
2004,BLR,BLR,2,5,8,15,BLR,23141566292.9462,9730146.0,207600.0,23.864896244102574,16.09073945918836,2378.3370047012863,1.5416007118495447,0
2004,BRA,BRA,18,19,3,40,BRA,669289321944.512,182675143.0,8515770.0,27.229482272861063,19.023219958452252,3663.822624978112,0.21896794135806424,0
2004,BUL,BUL,2,1,14,17,BGR,26157743368.8716,7716860.0,111000.0,23.98741109715676,15.858918103510241,3389.687433602735,2.202968564934442,0
2004,CAN,CAN,3,10,4,17,CAN,1026690238278.25,31938807.0,15640500.0,27.65736138334429,17.279332348769906,32145.54126202178,0.5322678458215424,0
2004,CHI,CHI,3,0,1,4,CHL,99075985773.6682,16187322.0,756096.0,25.319152925745485,16.599738901224576,6120.591520553443,0.24710696432677376,0
2004,CHN,CHN,52,27,15,94,CHN,1984196551300.44,1296075000.0,9562912.5,28.316235188080086,20.98260630357244,1530.9272621572363,0.0725266670524468,0
2004,CMR,CMR,1,0,0,1,CMR,18826214135.6419,16610487.0,475440.0,23.65851610446983,16.6255448008466,1133.3932674967266,0.060202930835200674,0
2004,COL,COL,0,0,2,2,COL,117092416666.245,41543171.0,1141750.0,25.48622934598465,17.54224370956042,2818.5719541304393,0.04814268992610121,0
2004,CRO,CRO,15,3,3,21,HRV,41836292157.3335,4304600.0,56590.0,24.457030033209534,15.275194776312215,9718.973228019677,4.8785020675556385,0
2004,CUB,CUB,32,8,22,62,CUB,38203000000.0,11238756.0,109890.0,24.366179883506717,16.234878720148178,3399.219628934021,5.516624793704926,0
2004,CZE,CZE,1,6,6,13,CZE,120147899983.657,10197101.0,78870.0,25.51198932068781,16.13761402217129,11782.554667611608,1.274872142582485,0
2004,DEN,Denmark,19,1,9,29,DNK,251986155630.852,5404523.0,42920.0,26.25263998497588,15.502746753542171,46625.05009801087,5.365875952419853,0
2004,DOM,DOM,1,0,0,1,DOM,22322387382.494,9104892.0,48670.0,23.828855930320813,16.024322409459,2451.691616165683,0.10983106663978003,0
2004,EGY,EGY,1,1,3,5,EGY,78782467532.4675,79477443.0,1001450.0,25.089956315812152,18.19098380351487,991.2556891452522,0.06291093184766904,0
2004,ERI,ERI,0,0,1,1,ERI,1109054005.43971,2598284.0,121690.86,20.826773241549798,14.770361785095831,426.8409478870323,0.38486939841834067,0
2004,ESP,ESP,4,17,9,30,ESP,1069829382514.67,42921895.0,505370.0,27.698520296094202,17.574892626662635,24925.026784457445,0.698943977193924,0
2004,EST,EST,0,1,2,3,EST,12148595031.0559,1362550.0,45230.0,23.22047936474265,14.124868502093916,8916.072827460204,2.2017540640710433,0
2004,ETH,ETH,2,3,2,7,ETH,10131187261.4421,76077206.0,1136243.3,23.038884350850886,18.147259251026522,133.16981253809584,0.09201179128476406,0
2004,FIN,FIN,0,2,0,2,FIN,197458297639.769,5228172.0,338150.0,26.008793247800995,15.469572252955532,37768.133420202896,0.38254288497011957,0
2004,FRA,France,21,10,22,53,FRA,2109792297237.03,62707588.0,549087.0,28.37761062124283,17.953993019014383,33644.92822203638,0.845192769972272,0
2004,GBR,United Kingdom,17,25,15,57,GBR,2429774807762.72,59987905.0,243610.0,28.518819697284133,17.90965351653239,40504.41181039278,0.9501915427784984,0
2004,GEO,GEO,2,2,0,4,GEO,5125365191.98664,3927340.0,69700.0,22.357467616405227,15.183472909898887,1305.0474855720768,1.0185010719723782,0
2004,GER,Germany,41,45,63,149,DEU,2852317768061.78,82516260.0,357050.0,28.679153031650422,18.228505922794138,34566.73591437348,1.8057047180761705,0
2004,GRE,Greece,8,18,5,31,GRC,234979615898.225,10955141.0,131960.0,26.182764606469746,16.20931940176411,21449.25527642456,2.8297216804420864,1
2004,HKG,HKG,0,2,0,2,HKG,169099768875.193,6783500.0,1100.0,25.85375472605636,15.7300037509075,24928.100372255176,0.29483305078499294,0
2004,HUN,Hungary,24,12,4,40,HUN,104015363080.271,10107146.0,93030.0,25.36780444710366,16.12875325638632,10291.269472140899,3.957595942514336,0
2004,INA,INA,1,1,3,5,IDN,256836875295.452,227926649.0,1910930.0,26.27170699384066,19.24453442024509,1126.8400444717283,0.021936881983466532,0
2004,IND,IND,0,1,0,1,IND,709152728830.775,1135991513.0,3287260.0,27.287336754710047,20.850771686266757,624.2588265100666,0.0008802882667310913,0
2004,IRI,IRI,2,2,2,6,IRN,187754571247.666,70256316.0,1745150.0,25.958401474818444,18.067660769610004,2672.422665140398,0.08540157442926555,0
2004,ISR,ISR,1,0,1,2,ISR,140047984605.087,6809000.0,22070.0,25.665250948010513,15.733755824465105,20568.06940888339,0.29372888823615806,0
2004,ITA,ITA,24,41,39,104,ITA,1812808753294.75,57828179.0,302069.0,28.225898555813277,17.872986740791998,31348.19018414448,1.7984311766068235,0
2004,JAM,JAM,6,1,6,13,JAM,10174664853.9476,2672225.0,10990.0,23.043166629545627,14.798422016680323,3807.562931245535,4.864859807838037,0
2004,JPN,JPN,21,20,52,93,JPN,4893116005656.56,127761000.0,377910.0,29.218850436447557,18.665671889016355,38298.98017123034,0.7279216662361753,0
2004,KAZ,KAZ,1,4,3,8,KAZ,43151647002.6096,15850159.0,2724902.0,24.487986422985188,16.578690089782988,2722.474077554023,0.5047267980087771,0
2004,KEN,KEN,1,4,2,7,KEN,16095337093.8366,34713455.0,580370.0,23.50179544548759,17.36263792192203,463.6627813001212,0.2016509160496989,0
2004,KOR,KOR,14,28,10,52,KOR,823251107638.814,48082519.0,99620.0,27.43652710364846,17.688429238665744,17121.630163320144,1.0814741216033212,0
2004,LAT,LAT,0,4,0,4,LVA,13827070378.5612,2263122.0,64594.0,23.349894129277104,14.632255833900501,6109.732651868171,1.767469893359704,0
2004,LTU,LTU,1,2,0,3,LTU,22743164431.1972,3377075.0,65300.0,23.84753047263209,15.032520508182385,6734.574870619456,0.8883427226223878,0
2004,MAR,MAR,2,1,0,3,MAR,66114145451.0067,29953018.0,446550.0,24.914648561680814,17.21514064539556,2207.2615671317894,0.10015685230783757,0
2004,MEX,MEX,0,3,1,4,MEX,819459227375.022,104394131.0,1964380.0,27.431910480841957,18.46368401535751,7849.667596495649,0.038316330254236225,0
2004,MGL,MGL,0,0,1,1,MNG,1992066808.09598,2508412.0,1564120.0,21.412438533747217,14.735160441565569,794.1545520018162,0.3986585935643746,0
2004,NED,NED,4,51,22,77,NLD,661224886143.245,16281779.0,41530.0,27.21735984003019,16.605557187752847,40611.34143530906,4.729212944113785,0
2004,NGR,NGR,0,0,8,8,NGA,135764731645.611,141057045.0,923770.0,25.6341893102822,18.764674940992343,962.481041947327,0.05671464335581396,0
2004,NOR,NOR,5,0,2,7,NOR,265268662473.297,4591910.0,385178.0,26.304008970017506,15.339806617486335,57768.69809584617,1.5244201214745061,0
2004,NZL,NZL,4,2,0,6,NZL,103905210084.034,4087500.0,267710.0,25.36674487897275,15.223444094187647,25420.234882944096,1.4678899082568808,0
2004,PAR,PAR,0,17,0,17,PRY,9624440836.29309,5388175.0,406750.0,22.987571620502095,15.499717295569203,1786.2153393854303,3.1550571390127455,0
2004,POL,POL,4,2,6,12,POL,256268656145.134,38182222.0,312690.0,26.269492169217727,17.457880572577867,6711.727152629672,0.3142823903752904,0
2004,POR,POR,0,2,1,3,PRT,189382122532.169,10483861.0,92120.0,25.967032623233706,16.165347585039182,18064.158093298738,0.286154118220377,0
2004,ROU,ROU,23,5,11,39,ROU,74973656851.8076,21451748.0,238390.0,25.04040264680691,16.881316691859514,3494.990564489551,1.8180336632707041,0
2004,RSA,RSA,4,3,3,10,ZAF,255806908594.573,48991421.0,1219090.0,26.26768873352384,17.707155759113668,5221.463337317221,0.20411736985542836,0
2004,RUS,RUS,48,46,95,189,RUS,591016690732.385,144067316.0,17098240.0,27.105110095463683,18.785791220531397,4102.3648329256375,1.3118867293953058,0
2004,SCG,SCG,0,13,0,13,SRB,26845632341.8075,7463157.0,88360.0,24.01336897583529,15.825489073008688,3597.0879805700856,1.741890194725905,0
2004,SLO,SLO,0,2,3,5,SVN,34156553313.4031,1997012.0,20270.0,24.25422030245662,14.507162621393418,17103.829778390464,2.503740588439128,0
2004,SUI,Switzerland,1,2,4,7,CHE,403912891033.374,7389625.0,41290.7,26.72446507540501,15.815587547387867,54659.457148823385,0.9472740497657188,0
2004,SVK,SVK,3,2,5,10,SVK,57215475076.2986,5372280.0,49030.0,24.77009024203386,15.496762957381623,10650.129009712562,1.86140707483601,0
2004,SWE,SWE,5,5,2,12,SWE,384545442175.019,8993531.0,447420.11,26.675327804019382,16.012016099078117,42758.00485649285,1.3342923930545187,0
2004,SYR,SYR,0,0,1,1,SYR,25086950495.0495,18336875.0,185180.0,23.945613647293335,16.724424617689614,1368.1148230028018,0.05453491939057228,0
2004,THA,THA,3,1,4,8,THA,172895685154.658,65452047.0,513120.0,25.875954273596424,17.996828325614146,2641.562687178569,0.12222688772438241,0
2004,TTO,TTO,0,0,1,1,TTO,13280291989.5755,1345380.0,5130.0,23.309546967919815,14.112187058995632,9871.034198200881,0.743284425218154,0
2004,TUR,TUR,3,3,5,11,TUR,410156784495.948,68592617.0,785350.0,26.739805324757686,18.04369546299754,5979.605421614808,0.16036711356267397,0
2004,UKR,UKR,8,8,31,47,UKR,67220154164.3166,47979507.0,603550.0,24.931238952670025,17.6862845402084,1401.0180255565485,0.9795848881898683,0
2004,USA,United States,117,75,71,263,USA,12217193198000.0,292805298.0,9632030.0,30.13386535409136,19.495018434150026,41724.6316287624,0.8982077913084756,0
2004,UZB,UZB,2,1,2,5,UZB,12030023547.8807,26029350.0,444103.0,23.2106713243609,17.074735305471872,462.17149286788566,0.19209085128902564,0
2004,VEN,VEN,0,0,2,2,VEN,112451400424.964,26340838.0,912050.0,25.445786969031094,17.08663106850378,4269.089708723922,0.07592772864705367,0
2004,ZIM,ZIM,1,1,1,3,ZWE,5808500000.0,12365896.0,390760.0,22.482588198917803,16.330452918908403,469.7192989493038,0.24260271960883387,0
2008,AFG,AFG,0,0,1,1,AFG,10109297047.5432,26482622.0,652860.0,23.036721337150283,17.091999302258,381.7332380284399,0.03776061146815447,0
2008,ARG,ARG,20,0,31,51,ARG,361558037110.419,40424148.0,2780400.0,26.613688410916257,17.51493788713855,8944.110265735693,1.2616221373422638,0
2008,ARM,ARM,0,0,6,6,ARM,11662040713.8753,3087100.0,29740.0,23.179605020897483,14.94274269686957,3777.6685931376696,1.943571636811247,0
2008,AUS,Australia,31,42,76,149,AUS,1058448244063.77,21249199.0,7741220.0,27.68782503077916,16.87182975850661,49811.20672189903,7.012029018129107,0
2008,AUT,Austria,0,1,2,3,AUT,429234399096.173,8321496.0,83879.0,26.785268991500146,15.934352604326234,51581.39823610718,0.36051210022813207,0
2008,AZE,AZE,1,2,4,7,AZE,48851293785.4483,8763400.0,86600.0,24.61204669994525,15.986094515464323,5574.468104325753,0.7987767304927311,0
2008,BEL,BEL,1,4,0,5,BEL,517328087920.078,10709973.0,30528.0,26.971943109640318,16.18668592141235,48303.397956285975,0.46685458497421045,0
2008,BLR,BLR,8,5,16,29,BLR,60752106347.126,9527985.0,207600.0,24.83006759094667,16.06974381570873,6376.175691620631,3.0436655809176862,0
2008,BRA,BRA,14,34,30,78,BRA,1695855391757.96,190367302.0,8515770.0,28.159208385369396,19.06446593238043,8908.333384679476,0.40973423051401964,0
2008,BUL,BUL,1,1,3,5,BGR,54480684188.4442,7492561.0,111000.0,24.72111205723385,15.829421219614622,7271.303388580246,0.6673285676286118,0
2008,CAN,CAN,11,13,11,35,CAN,1552989690721.65,33247298.0,15640500.0,28.071203021774064,17.319484058606214,46710.25268644838,1.0527171260654022,0
2008,CHI,CHI,0,1,0,1,CHL,179894594475.405,16838988.0,756096.0,25.91563693006628,16.6392074699608,10683.218877251114,0.05938599160472114,0
2008,CHN,CHN,74,53,57,184,CHN,4667346414521.95,1324655000.0,9562910.8,29.171611806522975,21.004417885122038,3523.4430206521324,0.1389040920088627,1
2008,CMR,CMR,1,0,0,1,CMR,27715142032.913,18574056.0,475440.0,24.04524474457189,16.737276326280703,1492.1426980145316,0.05383853693560523,0
2008,COL,COL,0,1,1,2,COL,242504150472.931,43758808.0,1141750.0,26.214284662529774,17.59420347621888,5541.836296658972,0.04570508410558167,0
2008,CRO,CRO,0,2,3,5,HRV,68472854617.2831,4309705.0,56590.0,24.949703220714376,15.276380014261793,15888.060694939235,1.1601722159637375,0
2008,CUB,CUB,2,34,11,47,CUB,56302129629.6296,11291762.0,109890.0,24.75399819783544,16.239583991264816,4986.124364791748,4.162326481907783,0
2008,CZE,CZE,3,4,0,7,CZE,236506264753.95,10384603.0,78870.0,26.189240533973436,16.155834786347864,22774.70450762056,0.6740748779707804,0
2008,DEN,Denmark,6,7,6,19,DNK,354979471960.142,5493621.0,42920.0,26.595325799285483,15.519098158911268,64616.665758366296,3.458556751548751,0
2008,DOM,DOM,1,1,0,2,DOM,48091433554.186,9573130.0,48670.0,24.596369901610476,16.07447077369631,5023.585134035158,0.20891808635211265,0
2008,ECU,ECU,0,1,0,1,ECU,61139438000.0,14575202.0,256370.0,24.836422961348536,16.49483214945299,4194.757506619805,0.06860968376287341,0
2008,EGY,EGY,0,0,1,1,EGY,162818181818.182,85864789.0,1001450.0,25.815899966208754,18.268284396051246,1896.2159426977921,0.011646217403504014,0
2008,ESP,ESP,7,47,16,70,ESP,1636115447612.5,45954106.0,505370.0,28.123345918619677,17.643153760771607,35603.24832807105,1.5232588791956914,0
2008,EST,EST,1,2,0,3,EST,24342935403.5447,1337090.0,45230.0,23.91550751721549,14.106006168702605,18205.906411344564,2.243678436006552,0
2008,ETH,ETH,4,1,2,7,ETH,27066912635.2228,85543668.0,1136243.2,24.021577882912876,18.264537540367424,316.4104751180742,0.0818295516624328,0
2008,FIN,FIN,1,2,2,5,FIN,285698662071.094,5313399.0,338420.0,26.378203463186853,15.485742301427535,53769.472624038586,0.9410172283316197,0
2008,FRA,France,25,24,28,77,FRA,2926802941585.86,64375116.0,549087.0,28.704931797007667,17.980237718888297,45464.81813851582,1.1961143495259876,0
2008,GBR,United Kingdom,31,25,25,81,GBR,2945251838235.29,61806995.0,243610.0,28.711215443208015,17.93952710372494,47652.40306918804,1.3105312756266503,0
2008,GEO,GEO,3,0,3,6,GEO,12795145130.9103,3848449.0,69700.0,23.272331649276975,15.16318076795237,3324.7537205015055,1.5590696407825593,0
2008,GER,Germany,42,16,41,99,DEU,3808197720125.0,82110097.0,357110.0,28.968177153811485,18.223571551026374,46379.16479534788,1.2056982468307156,0
2008,GRE,Greece,0,3,4,7,GRC,351121399546.485,11077841.0,131960.0,26.58439786826765,16.220457364700927,31695.83310922092,0.6318920807763896,0
2008,HUN,Hungary,16,8,3,27,HUN,158228265915.534,10038188.0,93030.0,25.78730454835247,16.121907177852076,15762.632251511328,2.6897284649380944,0
2008,INA,INA,2,2,3,7,IDN,510228634992.258,240157903.0,1910930.0,26.958124766113,19.296807194132423,2124.5548392061783,0.029147489683069062,0
2008,IND,IND,1,0,2,3,IND,1198895139005.92,1207930964.0,3287260.0,27.812421531106732,20.912174785819346,992.5195849238285,0.0024835856430616347,0
2008,IRI,IRI,1,0,1,2,IRN,406070949553.875,75514204.0,1745150.0,26.729793733876438,18.139831328974893,5377.4115072957,0.02648508352150544,0
2008,IRL,IRL,0,1,2,3,IRL,275447471451.063,4489544.0,70280.0,26.341662781120927,15.317261695540926,61353.10656295227,0.6682193113599065,0
2008,ISL,ISL,0,14,0,14,ISL,18247921360.2599,317414.0,103000.0,23.627317012420082,12.667962194482293,57489.3399795217,44.1064351288853,0
2008,ISR,ISR,0,0,1,1,ISR,221231658862.876,7308800.0,22070.0,26.122476219603328,15.80458965956372,30269.217773488945,0.1368213660245184,0
2008,ITA,ITA,8,14,20,42,ITA,2417508414187.19,59211181.0,302069.0,28.51375854480025,17.896620950264115,40828.57955809376,0.7093254904002,0
2008,JAM,JAM,5,3,6,14,JAM,13709401520.0326,2725635.0,10990.0,23.34134767676203,14.81821198645572,5029.800952817453,5.136417752193526,0
2008,JPN,JPN,23,15,13,51,JPN,5106679115127.3,128063000.0,377940.0,29.261570429258025,18.668032888299354,39876.303968572494,0.39824149051638646,0
2008,KAZ,KAZ,2,4,7,13,KAZ,133441648851.982,16426525.0,2724902.0,25.616930131985168,16.61440796429593,8123.54705891733,0.7914029291039949,0
2008,KEN,KEN,6,4,5,15,KEN,35895153327.8497,39206351.0,580370.0,24.303868118531405,17.484349306943752,915.5443547360401,0.38259107561425443,0
2008,KGZ,KGZ,0,1,1,2,KGZ,5139958909.17936,5318729.0,199950.0,22.36031092205845,15.486744922999904,966.3885693704945,0.37602968679171284,0
2008,KOR,KOR,41,11,26,78,KOR,1091580692542.34,49054708.0,99830.0,27.718647938323276,17.70844672305962,22252.3125108061,1.5900614473130694,0
2008,LAT,LAT,1,1,1,3,LVA,34135200994.0067,2177322.0,64594.0,24.2535949760081,14.59360623924693,15677.608086450557,1.3778393825075024,0
2008,LTU,LTU,0,2,3,5,LTU,47831254207.5223,3198231.0,65300.0,24.59094511648847,14.978108402412788,14955.53454629209,1.5633642472979594,0
2008,MAR,MAR,0,1,1,2,MAR,101822906949.063,31606767.0,446550.0,25.346500934895825,17.26888180120087,3221.5540092747547,0.06327758862524598,0
2008,MAS,MAS,0,1,0,1,MYS,230811614370.384,27570059.0,330800.0,26.164867692542934,17.132240923004943,8371.821560860062,0.036271231773570015,0
2008,MDA,MDA,0,0,1,1,MDA,6054824248.24221,2868833.0,33850.0,22.524121187641224,14.86941588483433,2110.553053538568,0.34857379289766954,0
2008,MEX,MEX,2,0,2,4,MEX,1161553459715.1,110374288.0,1964380.0,27.78077941454203,18.519387766131466,10523.768540324356,0.03624032437699621,0
2008,MGL,MGL,2,2,0,4,MNG,5623216608.04288,2643201.0,1564120.0,22.45016968730768,14.787501240638022,2127.426785947372,1.5133166187512792,0
2008,NED,NED,39,18,4,61,NLD,957901566041.406,16445593.0,41540.0,27.58801086020333,16.615568096547744,58246.702690587445,3.70920039186182,0
2008,NGR,NGR,0,16,7,23,NGA,339476276257.793,157595014.0,923770.0,26.550669903028712,18.87553909783175,2154.1054354536436,0.14594370352351374,0
2008,NOR,NOR,16,5,1,22,NOR,464917553191.489,4768212.0,385178.0,26.865125921848843,15.377481949826118,97503.54078037827,4.613888811990742,0
2008,NZL,NZL,4,2,9,15,NZL,133437126590.286,4259800.0,267710.0,25.616896241978825,15.264732768786637,31324.73979771022,3.5212920794403493,0
2008,PAN,PAN,1,0,0,1,PAN,25721327955.2772,3500648.0,75420.0,23.9705863662146,15.068458652179961,7347.590490468393,0.28566139754696845,0
2008,POL,POL,6,13,1,20,POL,535612030671.888,38125759.0,312680.0,27.006675912557256,17.456400700890406,14048.560467265399,0.5245797204981545,0
2008,POR,POR,1,1,0,2,PRT,263416394624.084,10558177.0,92090.0,26.297001866627216,16.172411188763913,24949.04135667398,0.18942664060282377,0
2008,ROU,ROU,5,1,16,22,ROU,214315932061.275,20537875.0,238390.0,26.090717081325487,16.837781300442764,10435.156123078701,1.0711916398361563,0
2008,RSA,RSA,0,1,0,1,ZAF,316131258616.309,51114599.0,1219090.0,26.479423339656922,17.749580709087212,6184.754743283988,0.019563882326456283,0
2008,RUS,RUS,43,46,53,142,RUS,1660848058303.11,142742366.0,17098240.0,28.13834946633886,18.776551926961808,11635.28463794071,0.9947992595274762,0
2008,SGP,SGP,0,3,0,3,SGP,193617323539.203,4839396.0,710.0,25.989149488876617,15.392300477517042,40008.572048909205,0.619912071671754,0
2008,SLO,SLO,1,2,2,5,SVN,55509332322.3578,2021316.0,20270.0,24.739816993515575,14.519259342401579,27461.97641653151,2.4736359876436933,0
2008,SRB,SRB,0,1,14,15,SRB,54220641201.6474,7350222.0,88360.0,24.71632750687189,15.810241074814519,7376.7351791071615,2.0407546874094415,0
2008,SUI,Switzerland,3,1,7,11,CHE,567267767519.158,7647675.0,41290.7,27.064097282317963,15.849912238040572,74175.19278985547,1.438345640995466,0
2008,SVK,SVK,4,5,1,10,SVK,100830060552.902,5379233.0,49035.0,25.336702367895857,15.498056356918841,18744.319227834523,1.8590010880733367,0
2008,SWE,SWE,0,5,2,7,SWE,514614100832.941,9219637.0,447420.11,26.966683137959528,16.036846223824966,55817.17597264849,0.7592489812776794,0
2008,THA,THA,2,2,0,4,THA,291382982430.951,67619830.0,513120.0,26.397904329657496,18.029411841191756,4309.135092929855,0.05915424513785379,0
2008,TJK,TJK,0,1,1,2,TJK,5161299725.27673,7338403.0,142550.0,22.3644542694658,15.808631801985959,703.327375898643,0.27253886165695723,0
2008,TTO,TTO,5,1,0,6,TTO,27871587349.5413,1308587.0,5130.0,24.05087363230962,14.084458487087518,21298.99452580631,4.585098277760668,0
2008,TUN,TUN,1,0,0,1,TUN,44859439902.2191,10542635.0,163610.0,24.52679988049952,16.170938069832697,4255.050080195236,0.09485294710477978,0
2008,TUR,TUR,1,3,3,7,TUR,775415944332.866,71051678.0,785350.0,27.376665424691545,18.07891802939951,10913.407904776943,0.09851984072775874,0
